,answer,question,label
180, تکالیف آخر ترم دارن تصحیح میشن و فعالیت‌های درس هنوز نمره‌دهی نشده‌اند,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
181, فروم ها هم بعضا خیلی دیر جواب داده میشن,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
182, ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
183,ارتباط با خود استاد اغلب غیر ممکن بود ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
184, باقی تیم پاسخگویی خوبی داشتند,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
185,,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
186,خیر، همراهی کمک اساتید در کارگاه های درس خوب است ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
187, فعالیت های درس تصحیح نشده و سوالات در سایت هم با تاخیر پاسخ داده میشود,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
188,,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
189,خیر,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
190,متاسفانه خیر و شاید دلیل آن نیز شلوغ بودن وقت استاد اصلی درس بود,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
191, زیرا تیم آموزشی اراده ای از خود نداشتن و برای تمامی تصمیمات می بایست از ایشان کسب نظر کنند,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
192, ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
193,فیدبک 90 درصد تکالیف در 1 ماه آخر ترم داده شد و تا قبل از آن اطلاعی از وضعیت نمره‌مان در این درس نداشتیم,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
194,"
سرعت و کیفیت پاسخگویی تیم آموزشی به سوالاتی که در طول ترم ایجاد می‌شد بسیار خوب بود",آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
195, ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
196,خیر، ارتباط به جز کلاس های انلاین، با استاد درس بسیار سخت و تا حدودی غیر ممکن بود,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
197," 
پاسخ گویی تیم آموزشی هم تا حدی تاخیر داشت ، ",آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
198, نکته ای که وجود داشت گاهی در اطلاع رسانی از طرف افراد متفاوت تیم، ، تناقض وجود داشت و انگار بعضی افراد ناآگاه بودن از اوضاع درس,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
199,خیر,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
200,در زمینه تصحیح تکالیف و فیدبک یکی از بهترین دروسی بود که من در طی این چند سال گذرانده بودم,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
201, بازخورد های خیلی دقیق و سریع ارسال می شد,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
